"WC1","Analytic1","Clout1","Authentic1","Tone1","WPS1","Sixltr1","Dic1","function1","pronoun1","ppron1","i1","we1","you1","shehe1","they1","ipron1","article1","prep1","auxverb1","adverb1","conj1","negate1","verb1","adj1","compare1","interrog1","number1","quant1","affect1","posemo1","negemo1","anx1","anger1","sad1","social1","family1","friend1","female","male1","cogproc1","insight1","cause1","discrep1","tentat1","certain1","differ1","percept1","see1","hear1","feel1","bio1","body1","health1","sexual1","ingest1","drives1","affiliation1","achieve1","power1","reward1","risk1","focuspast1","focuspresent1","focusfuture1","relativ1","motion1","space1","time1","work1","leisure1","home1","money1","relig1","death1","informal1","swear1","netspeak1","assent1","nonflu1","filler1","AllPunc1","Period1","Comma1","Colon1","SemiC1","QMark1","Exclam1","Dash1","Quote1","Apostro1","Parenth1","OtherP1","WC2","Analytic2","Clout2","Authentic2","Tone2","WPS2","Sixltr2","Dic2","function2","pronoun2","ppron2","i2","we2","you2","shehe2","they2","ipron2","article2","prep2","auxverb2","adverb2","conj2","negate2","verb2","adj2","compare2","interrog2","number2","quant2","affect2","posemo2","negemo2","anx2","anger2","sad2","social2","family2","friend2","female2","male2","cogproc2","insight2","cause2","discrep2","tentat2","certain2","differ2","percept2","see2","hear2","feel2","bio2","body2","health2","sexual2","ingest2","drives2","affiliation2","achieve2","power2","reward2","risk2","focuspast2","focuspresent2","focusfuture2","relativ2","motion2","space2","time2","work2","leisure2","home2","money2","relig2","death2","informal2","swear2","netspeak2","assent2","nonflu2","filler2","AllPunc2","Period2","Comma2","Colon2","SemiC2","QMark2","Exclam2","Dash2","Quote2","Apostro2","Parenth2","OtherP2","WC3","Analytic3","Clout3","Authentic3","Tone3","WPS3","Sixltr3","Dic3","function3","pronoun3","ppron3","i3","we3","you3","shehe3","they3","ipron3","article3","prep3","auxverb3","adverb3","conj3","negate3","verb3","adj3","compare3","interrog3","number3","quant3","affect3","posemo3","negemo3","anx3","anger3","sad3","social3","family3","friend3","female3","male3","cogproc3","insight3","cause3","discrep3","tentat3","certain3","differ3","percept3","see3","hear3","feel3","bio3","body3","health3","sexual3","ingest3","drives3","affiliation3","achieve3","power3","reward3","risk3","focuspast3","focuspresent3","focusfuture3","relativ3","motion3","space3","time3","work3","leisure3","home3","money3","relig3","death3","informal3","swear3","netspeak3","assent3","nonflu3","filler3","AllPunc3","Period3","Comma3","Colon3","SemiC3","QMark3","Exclam3","Dash3","Quote3","Apostro3","Parenth3","OtherP3","cdi1","cdi2","cdi3"
83,30.32,72.65,82.07,99,16.6,24.1,90.36,51.81,14.46,7.23,3.61,3.61,0,0,0,7.23,2.41,9.64,14.46,3.61,6.02,1.2,22.89,8.43,8.43,1.2,0,7.23,7.23,7.23,0,0,0,0,9.64,0,0,0,0,20.48,13.25,1.2,0,1.2,2.41,2.41,2.41,1.2,0,1.2,1.2,1.2,0,0,0,8.43,3.61,2.41,2.41,3.61,0,1.2,21.69,1.2,7.23,1.2,2.41,3.61,2.41,0,0,1.2,0,0,0,0,0,0,0,0,6.02,6.02,0,0,0,0,0,0,0,0,0,0,92,90.46,83.61,40.55,45.75,18.4,21.74,88.04,57.61,8.7,4.35,1.09,0,3.26,0,0,4.35,7.61,20.65,9.78,8.7,2.17,1.09,21.74,1.09,0,0,0,4.35,1.09,1.09,0,0,0,0,9.78,0,0,0,0,17.39,8.7,1.09,2.17,1.09,3.26,1.09,0,0,0,0,0,0,0,0,0,3.26,0,1.09,2.17,1.09,0,4.35,16.3,1.09,10.87,1.09,9.78,0,1.09,0,0,0,0,0,0,0,0,0,0,0,5.43,5.43,0,0,0,0,0,0,0,0,0,0,77,25.15,94.04,48.53,74.18,15.4,28.57,92.21,58.44,18.18,12.99,2.6,1.3,2.6,0,6.49,5.19,3.9,11.69,9.09,6.49,11.69,0,22.08,1.3,0,3.9,0,1.3,5.19,3.9,1.3,0,0,0,14.29,0,0,0,0,20.78,9.09,7.79,1.3,2.6,0,0,3.9,2.6,0,1.3,0,0,0,0,0,6.49,1.3,0,1.3,1.3,2.6,1.3,22.08,1.3,10.39,0,5.19,5.19,1.3,1.3,0,0,0,0,0,0,0,0,0,0,6.49,6.49,0,0,0,0,0,0,0,0,0,0,2.29999999999999,27.82,0.139999999999993
71,71.2,66.38,50.85,25.77,14.2,26.76,90.14,53.52,14.08,8.45,2.82,2.82,0,0,2.82,5.63,7.04,15.49,11.27,1.41,8.45,0,22.54,4.23,4.23,0,0,4.23,5.63,2.82,2.82,1.41,0,0,8.45,0,0,0,0,21.13,7.04,4.23,1.41,1.41,4.23,4.23,1.41,1.41,0,0,1.41,0,1.41,0,0,11.27,2.82,2.82,5.63,1.41,0,1.41,16.9,4.23,8.45,4.23,4.23,0,7.04,0,0,0,0,0,0,0,0,0,0,0,11.27,7.04,1.41,0,0,0,0,0,0,2.82,0,0,62,89.12,94.64,20.84,56.22,20.67,27.42,83.87,51.61,14.52,6.45,1.61,3.23,1.61,0,0,8.06,8.06,17.74,6.45,3.23,4.84,0,17.74,1.61,1.61,0,0,4.84,4.84,3.23,1.61,0,0,0,14.52,0,0,0,0,19.35,9.68,3.23,4.84,0,6.45,1.61,1.61,0,1.61,0,0,0,0,0,0,9.68,6.45,1.61,0,3.23,0,0,12.9,0,8.06,1.61,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,4.84,4.84,0,0,0,0,0,0,0,0,0,86,38.97,45.37,5.92,47.26,14.33,17.44,90.7,56.98,12.79,4.65,1.16,2.33,0,0,1.16,8.14,4.65,12.79,13.95,2.33,9.3,3.49,24.42,1.16,1.16,2.33,1.16,2.33,3.49,2.33,1.16,0,0,0,8.14,0,0,0,0,31.4,4.65,3.49,4.65,6.98,9.3,6.98,4.65,2.33,1.16,1.16,2.33,0,2.33,0,0,2.33,2.33,0,0,0,0,0,22.09,1.16,3.49,0,3.49,0,0,1.16,0,0,0,0,0,0,0,0,0,0,11.63,8.14,2.33,0,0,0,0,0,0,1.16,0,0,17.32,26.77,5.58
107,96.88,74.36,35.01,13.19,17.83,24.3,91.59,48.6,9.35,6.54,1.87,0,0,0.93,3.74,2.8,8.41,18.69,7.48,1.87,1.87,0.93,17.76,4.67,3.74,0,0.93,10.28,2.8,0.93,1.87,0.93,0,0,10.28,0,0,0,0,17.76,9.35,4.67,0.93,4.67,0,0.93,1.87,0.93,0.93,0,0,0,0,0,0,8.41,0.93,5.61,0,0,1.87,0,14.02,4.67,8.41,1.87,4.67,1.87,0.93,0.93,0,0,0,0,0.93,0,0,0.93,0,0,7.48,5.61,1.87,0,0,0,0,0,0,0,0,0,120,85.26,59.88,12.74,72.57,17.14,18.33,84.17,49.17,5.83,1.67,0.83,0,0,0,0.83,4.17,9.17,13.33,10,2.5,9.17,0.83,17.5,5.83,2.5,0.83,1.67,5.83,4.17,3.33,0.83,0,0,0,7.5,0,0,0,0,12.5,2.5,0.83,4.17,2.5,3.33,3.33,0,0,0,0,4.17,0,4.17,0,0,7.5,0.83,0,4.17,2.5,0,1.67,13.33,1.67,11.67,0,10,1.67,2.5,0,0,0.83,0,0,0,0,0,0,0,0,12.5,7.5,4.17,0,0,0,0,0,0,0.83,0,0,92,94.72,88.4,6.6,45.75,23,31.52,83.7,48.91,8.7,4.35,0,2.17,0,1.09,1.09,4.35,10.87,15.22,6.52,2.17,6.52,0,9.78,0,2.17,1.09,0,2.17,7.61,4.35,3.26,0,2.17,0,14.13,2.17,0,0,1.09,17.39,1.09,7.61,1.09,2.17,2.17,4.35,5.43,2.17,2.17,1.09,4.35,2.17,1.09,1.09,0,11.96,3.26,1.09,4.35,3.26,0,1.09,5.43,0,8.7,1.09,5.43,2.17,0,1.09,1.09,1.09,0,0,0,0,0,0,0,0,9.78,4.35,5.43,0,0,0,0,0,0,0,0,0,35.61,24.16,32.18
148,62.04,91.16,10.62,25.77,18.5,15.54,87.84,56.08,15.54,12.84,5.41,0,4.05,2.7,0.68,2.7,6.76,14.86,7.43,5.41,8.11,1.35,18.24,2.7,1.35,2.7,2.7,3.38,4.05,2.03,2.03,0.68,0,0,19.59,4.05,0,4.05,2.7,15.54,4.05,3.38,4.73,2.03,1.35,3.38,2.03,0,2.03,0,0,0,0,0,0,7.43,2.7,1.35,1.35,0.68,1.35,0.68,14.86,0.68,8.11,1.35,5.41,2.7,0.68,0,0,0.68,0,0,0.68,0,0,0.68,0,0,11.49,4.73,4.05,0,0,0.68,0,0,0,1.35,0,0.68,95,87.77,54.2,43.37,82.36,15.83,12.63,87.37,54.74,7.37,4.21,1.05,1.05,2.11,0,0,3.16,10.53,16.84,8.42,7.37,5.26,3.16,18.95,6.32,2.11,0,2.11,2.11,3.16,3.16,0,0,0,0,6.32,0,0,0,0,12.63,3.16,0,2.11,1.05,3.16,4.21,4.21,4.21,0,0,2.11,0,2.11,0,0,7.37,1.05,0,5.26,1.05,0,0,12.63,2.11,13.68,2.11,11.58,0,1.05,0,0,0,0,0,1.05,0,0,1.05,0,0,7.37,6.32,1.05,0,0,0,0,0,0,0,0,0,93,53.27,41.5,73.3,45.52,18.6,19.35,89.25,62.37,11.83,4.3,0,1.08,1.08,0,2.15,7.53,7.53,16.13,10.75,6.45,9.68,4.3,22.58,1.08,0,0,1.08,1.08,3.23,2.15,1.08,0,0,0,6.45,0,0,0,0,23.66,3.23,1.08,4.3,4.3,6.45,6.45,2.15,0,2.15,0,4.3,0,4.3,0,0,6.45,1.08,0,2.15,2.15,1.08,2.15,15.05,4.3,19.35,5.38,8.6,5.38,2.15,0,0,0,0,0,1.08,0,0,1.08,0,0,5.38,5.38,0,0,0,0,0,0,0,0,0,0,13.78,25.79,10.65
96,57.9,79.76,23.51,81.93,16,20.83,88.54,62.5,14.58,6.25,1.04,4.17,0,0,1.04,8.33,9.38,17.71,10.42,8.33,10.42,1.04,19.79,8.33,6.25,4.17,1.04,1.04,5.21,4.17,1.04,0,1.04,0,7.29,0,0,0,0,14.58,7.29,3.12,2.08,1.04,0,1.04,3.12,1.04,1.04,0,0,0,0,0,0,9.38,4.17,4.17,0,4.17,0,4.17,11.46,0,9.38,1.04,5.21,4.17,0,0,0,0,0,0,1.04,0,0,1.04,0,0,8.33,5.21,0,0,0,1.04,0,0,0,2.08,0,0,153,58.07,90.43,53.79,50.14,21.86,18.3,88.89,54.25,12.42,5.23,0,0.65,3.92,0,0.65,7.19,5.23,16.34,7.84,9.15,7.84,1.96,15.03,4.58,0.65,3.27,0.65,3.27,2.61,1.96,0.65,0,0,0.65,12.42,0,0,0,0,18.3,3.92,3.92,1.96,4.58,3.27,1.96,0.65,0.65,0,0,1.96,0,0.65,0,1.31,9.8,2.61,1.96,4.58,0.65,0,3.27,9.8,0,17.65,1.96,11.11,4.58,3.27,0,0,0,0,0,0,0,0,0,0,0,7.19,4.58,1.96,0,0,0,0,0,0,0.65,0,0,121,27.37,53.31,9.76,1,20.17,25.62,86.78,61.16,18.18,5.79,0,1.65,0.83,0,3.31,12.4,8.26,9.09,14.88,2.48,7.44,3.31,23.14,4.96,2.48,0.83,0,0.83,5.79,0.83,4.96,0,0.83,0,7.44,0,0,0,0,21.49,4.96,1.65,2.48,6.61,1.65,5.79,1.65,0.83,0,0.83,1.65,0,1.65,0,0,4.96,1.65,0.83,0.83,0,1.65,2.48,14.05,1.65,4.96,0.83,2.48,1.65,3.31,0,0,0.83,0.83,0,0,0,0,0,0,0,8.26,4.96,0.83,0,0,0,0,0,1.65,0.83,0,0,12.3,12.36,1.05
81,55.62,98.16,4.97,2.98,16.2,22.22,85.19,48.15,16.05,11.11,1.23,4.94,3.7,0,1.23,4.94,3.7,13.58,11.11,2.47,4.94,1.23,16.05,8.64,8.64,0,0,7.41,7.41,2.47,4.94,0,0,1.23,17.28,0,0,0,0,16.05,6.17,7.41,2.47,0,0,2.47,0,0,0,0,0,0,0,0,0,18.52,8.64,7.41,2.47,0,3.7,0,18.52,1.23,3.7,0,3.7,0,3.7,0,0,0,0,0,1.23,0,0,1.23,0,0,11.11,6.17,3.7,0,0,0,0,0,0,1.23,0,0,75,75.89,65.56,76.49,91.14,15,21.33,81.33,48,9.33,2.67,1.33,0,1.33,0,0,6.67,9.33,12,9.33,4,6.67,2.67,14.67,5.33,5.33,1.33,0,2.67,4,4,0,0,0,0,10.67,0,0,0,0,12,5.33,1.33,0,2.67,0,4,1.33,1.33,0,0,0,0,0,0,0,8,2.67,1.33,5.33,1.33,0,0,13.33,0,14.67,0,13.33,0,2.67,0,0,0,0,0,1.33,0,0,1.33,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,101,85.09,57.85,55.17,43.84,20.2,15.84,86.14,56.44,10.89,4.95,0.99,0,0,0,3.96,5.94,12.87,15.84,8.91,4.95,7.92,1.98,11.88,10.89,7.92,0.99,0,1.98,6.93,3.96,2.97,0,0,0.99,11.88,0,0,0,0,11.88,0.99,0,1.98,3.96,0.99,6.93,1.98,0,1.98,0,0.99,0,0,0.99,0,4.95,0,0,1.98,1.98,0.99,0,12.87,1.98,14.85,0.99,11.88,1.98,0,0,0,0,0,0,0.99,0,0,0.99,0,0,9.9,4.95,1.98,0,0,0,0,0,0,2.97,0,0,11.48,19.32,24.06
112,84.57,60.57,83.26,41.94,14,24.11,91.07,47.32,11.61,5.36,1.79,0,0,0,3.57,6.25,5.36,16.07,9.82,4.46,0,1.79,18.75,9.82,8.04,0,0,4.46,4.46,2.68,1.79,0,0,0,10.71,0,0,0,0,22.32,10.71,3.57,2.68,0.89,1.79,4.46,1.79,0,0.89,0.89,0,0,0,0,0,15.18,1.79,3.57,4.46,5.36,2.68,5.36,12.5,0.89,12.5,0.89,7.14,5.36,1.79,0,0,0,0,0,0,0,0,0,0,0,8.93,7.14,0,0,0,0,0,0,0,1.79,0,0,88,99,89.42,11,94.75,17.6,20.45,80.68,42.05,3.41,1.14,0,0,1.14,0,0,2.27,12.5,18.18,3.41,1.14,3.41,1.14,13.64,7.95,3.41,0,0,5.68,4.55,4.55,0,0,0,0,12.5,0,0,0,0,9.09,1.14,5.68,0,0,2.27,0,0,0,0,0,3.41,0,3.41,0,0,10.23,2.27,1.14,4.55,2.27,0,1.14,6.82,0,12.5,2.27,10.23,0,3.41,0,0,0,0,0,0,0,0,0,0,0,10.23,5.68,2.27,1.14,0,0,0,0,0,1.14,0,0,86,61.87,82.39,34.47,1,21.5,24.42,89.53,55.81,12.79,5.81,0,2.33,0,0,3.49,6.98,8.14,13.95,10.47,9.3,3.49,2.33,18.6,3.49,1.16,2.33,0,2.33,8.14,2.33,5.81,0,0,0,12.79,0,0,0,0,20.93,6.98,1.16,5.81,3.49,1.16,3.49,1.16,0,1.16,0,1.16,0,1.16,0,0,15.12,4.65,0,2.33,2.33,5.81,3.49,13.95,2.33,13.95,3.49,6.98,3.49,0,0,1.16,0,0,0,0,0,0,0,0,0,6.98,4.65,2.33,0,0,0,0,0,0,0,0,0,23.75,48.17,13.71
127,89.22,76.08,27,25.77,42.33,27.56,82.68,49.61,13.39,4.72,0.79,1.57,0,0,2.36,8.66,3.94,20.47,7.09,3.15,3.94,0,12.6,6.3,5.51,0,0,3.15,3.15,1.57,1.57,0,0,0.79,7.87,0,0,0,0,14.17,3.94,2.36,1.57,3.15,2.36,1.57,0,0,0,0,0.79,0,0,0,0.79,9.45,1.57,4.72,3.15,0.79,0,1.57,7.87,2.36,12.6,0.79,7.87,3.15,3.94,0,0,0,0,0,0,0,0,0,0,0,14.17,3.94,3.94,0,1.57,0,0,1.57,0,0,3.15,0,124,97.92,68.57,17.2,71.22,41.33,32.26,75.81,44.35,4.84,0.81,0,0,0,0,0.81,4.03,9.68,16.94,4.03,2.42,7.26,0,4.84,9.68,5.65,0.81,0,3.23,2.42,2.42,0,0,0,0,5.65,0,0,0,0,8.87,1.61,1.61,0,2.42,3.23,0.81,0.81,0,0,0.81,1.61,0.81,0,0,0.81,9.68,0.81,1.61,6.45,1.61,0,0.81,4.84,0.81,12.9,1.61,8.87,0.81,4.03,0,0,0.81,0,0,0.81,0,0,0.81,0,0,11.29,2.42,8.06,0,0,0,0,0.81,0,0,0,0,110,82.76,57.22,21.98,42.25,36.67,24.55,83.64,55.45,14.55,6.36,0.91,0.91,0,0,4.55,8.18,7.27,17.27,6.36,1.82,7.27,1.82,9.09,1.82,0.91,0.91,0,3.64,2.73,1.82,0.91,0,0,0,8.18,0,0,0,0,13.64,5.45,0,2.73,3.64,0,4.55,2.73,0,0.91,1.82,0,0,0,0,0,6.36,1.82,3.64,0.91,0,0,2.73,3.64,0,8.18,1.82,4.55,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,6.36,2.73,2.73,0,0,0,0,0.91,0,0,0,0,26.85,38.07,22.73
158,89.2,73.66,73.03,36.94,26.33,25.32,87.34,53.8,13.92,6.96,4.43,1.9,0,0,0.63,6.96,10.76,15.82,5.7,4.43,5.7,0,12.66,6.96,4.43,2.53,0,3.8,3.16,1.9,1.27,0,0,0,8.86,0,0,0,0,11.39,6.96,2.53,0,0.63,1.9,0,1.27,0.63,0,0,0.63,0,0.63,0,0,6.96,1.9,3.8,1.27,1.27,0,0.63,9.49,1.27,13.29,1.9,6.33,5.06,3.16,0,0,0,0,0,0.63,0,0,0,0.63,0,8.23,3.8,1.27,0,0,0,0,0.63,2.53,0,0,0,171,73.53,84,65.51,69.84,28.5,19.88,87.13,51.46,12.28,5.26,1.75,2.34,0,0,1.17,7.02,6.43,14.62,7.02,6.43,6.43,0.58,11.7,7.02,5.85,2.34,2.92,7.02,2.34,2.34,0,0,0,0,12.87,0,0,0,0,16.37,5.26,1.17,2.34,1.17,4.68,2.92,1.75,1.75,0,0,0,0,0,0,0,8.77,6.43,0,2.34,0,0,0.58,9.36,0.58,15.79,0,12.28,2.34,1.17,0,0,0,0,0,0.58,0,0,0.58,0,0,8.19,3.51,2.92,0,0,0,0,0.58,1.17,0,0,0,185,64.93,24.1,64.59,35.2,30.83,25.41,82.7,57.3,15.14,6.49,3.78,1.08,0,0,1.62,8.65,8.11,15.14,9.19,4.86,7.03,2.16,12.97,4.86,2.7,1.08,0.54,3.24,5.41,2.7,2.16,0.54,0,1.08,4.86,0,0,0,0,22.16,4.86,1.62,4.32,7.03,3.78,7.03,0.54,0,0.54,0,1.08,0,1.08,0,0,7.57,1.08,0.54,2.16,3.24,1.08,1.08,9.73,1.08,11.89,1.62,4.86,5.41,2.16,0,0,0,0,0,0.54,0,0,0.54,0,0,6.49,3.24,2.7,0,0,0,0,0,0,0.54,0,0,26.83,18.31,14.87
105,32.98,53.81,55.99,95.81,21,21.9,95.24,61.9,19.05,8.57,4.76,0.95,0,0,2.86,10.48,3.81,17.14,9.52,8.57,8.57,1.9,20,8.57,5.71,0.95,0,2.86,6.67,5.71,0.95,0.95,0,0,10.48,0,0,0,0,23.81,11.43,1.9,3.81,6.67,0.95,3.81,2.86,1.9,0.95,0,0,0,0,0,0,5.71,0.95,1.9,1.9,0.95,0,1.9,13.33,0,5.71,0,4.76,0.95,0.95,0,0,0,0,0,1.9,0,0,0,1.9,0,10.48,4.76,2.86,0,0,0,0,0,0,2.86,0,0,107,67.82,95.35,40.96,77.39,17.83,18.69,95.33,49.53,14.02,8.41,1.87,2.8,0,0,3.74,5.61,3.74,17.76,7.48,6.54,7.48,0,15.89,11.21,7.48,2.8,0,4.67,2.8,2.8,0,0,0,0,17.76,0,0,0,0,14.02,6.54,3.74,0,3.74,0,1.87,0.93,0.93,0,0,0.93,0,0.93,0,0,12.15,3.74,2.8,3.74,3.74,0,0.93,17.76,0,9.35,0.93,5.61,1.87,7.48,0,0,0,0,0,0.93,0,0,0.93,0,0,6.54,5.61,0.93,0,0,0,0,0,0,0,0,0,106,12.23,80.2,20.42,42.91,17.67,14.15,90.57,66.98,21.7,10.38,0.94,3.77,0,0,5.66,11.32,4.72,14.15,16.98,7.55,5.66,3.77,22.64,1.89,0.94,2.83,0,0,4.72,2.83,1.89,0,0,0,12.26,0,0,0,0,16.98,3.77,5.66,3.77,2.83,0.94,2.83,3.77,2.83,0.94,0,0,0,0,0,0,10.38,3.77,0.94,2.83,0.94,1.89,2.83,17.92,0.94,12.26,2.83,6.6,2.83,0,0,0,0,0,0,0.94,0,0,0.94,0,0,13.21,5.66,1.89,0,0.94,0,0,0,0,4.72,0,0,3.34,15.98,-6.79000000000001
117,74.89,53.42,17.46,41.21,23.4,17.95,82.91,55.56,17.95,11.11,4.27,0,0.85,0,5.98,6.84,8.55,14.53,9.4,0,4.27,2.56,18.8,5.13,3.42,0,0.85,1.71,0.85,0.85,0,0,0,0,11.11,0.85,0,0,0,17.09,5.98,0.85,5.98,2.56,0,4.27,4.27,0.85,1.71,1.71,2.56,1.71,0.85,0,0,7.69,0.85,0.85,4.27,0,1.71,1.71,11.97,0.85,6.84,0,5.98,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,6.84,4.27,1.71,0,0,0,0,0,0,0.85,0,0,98,92.84,54.08,71.95,81.07,19.6,19.39,94.9,55.1,11.22,2.04,1.02,0,1.02,0,0,9.18,8.16,20.41,6.12,2.04,4.08,5.1,13.27,5.1,3.06,3.06,0,6.12,3.06,3.06,0,0,0,0,11.22,0,0,0,0,16.33,6.12,2.04,1.02,1.02,2.04,5.1,3.06,3.06,0,0,2.04,0,2.04,0,0,2.04,1.02,0,1.02,0,0,1.02,12.24,0,13.27,0,12.24,1.02,2.04,0,0,0,0,0,0,0,0,0,0,0,5.1,5.1,0,0,0,0,0,0,0,0,0,0,84,40.66,27.59,37.24,25.77,21,21.43,84.52,58.33,11.9,3.57,1.19,0,0,0,2.38,8.33,9.52,9.52,9.52,11.9,8.33,1.19,16.67,9.52,9.52,3.57,0,5.95,5.95,2.38,2.38,0,0,0,2.38,0,0,0,0,25,5.95,2.38,2.38,9.52,1.19,5.95,2.38,0,0,2.38,0,0,0,0,0,3.57,0,0,2.38,0,1.19,3.57,11.9,0,8.33,0,2.38,5.95,1.19,0,0,4.76,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,18.9,30.01,6.19999999999999
77,67.14,90.28,98.27,49.97,15.4,24.68,88.31,55.84,10.39,7.79,0,5.19,2.6,0,0,2.6,5.19,16.88,9.09,11.69,3.9,1.3,12.99,2.6,2.6,2.6,0,5.19,1.3,1.3,0,0,0,0,10.39,0,0,0,0,22.08,9.09,0,1.3,6.49,2.6,3.9,5.19,1.3,0,3.9,3.9,2.6,1.3,0,0,9.09,5.19,0,0,3.9,0,3.9,7.79,0,22.08,1.3,11.69,11.69,2.6,0,0,0,0,0,0,0,0,0,0,0,11.69,6.49,3.9,0,0,0,0,0,0,1.3,0,0,112,87.4,70.4,95.6,41.94,14,25.89,85.71,50.89,8.04,6.25,0.89,0,1.79,0,3.57,1.79,7.14,16.96,7.14,7.14,5.36,0.89,13.39,6.25,4.46,0,0.89,3.57,0.89,0.89,0,0,0,0,10.71,0,0,0,0,18.75,2.68,1.79,0,8.93,1.79,5.36,3.57,2.68,0,0.89,0.89,0.89,0,0,0,4.46,0.89,0,3.57,0,0,0.89,10.71,1.79,22.32,2.68,16.07,3.57,0.89,0,0,0.89,0,0,0,0,0,0,0,0,13.39,7.14,5.36,0,0,0,0,0,0,0.89,0,0,65,97.77,43.89,33.6,81.28,13,23.08,81.54,38.46,7.69,3.08,1.54,0,0,0,1.54,4.62,9.23,13.85,3.08,1.54,3.08,0,3.08,3.08,1.54,1.54,1.54,1.54,6.15,4.62,1.54,0,0,0,1.54,0,0,0,0,6.15,1.54,0,0,1.54,1.54,1.54,1.54,1.54,0,0,10.77,0,10.77,1.54,0,4.62,0,1.54,3.08,0,0,3.08,1.54,0,13.85,3.08,6.15,4.62,1.54,1.54,0,7.69,0,0,0,0,0,0,0,0,13.85,7.69,4.62,0,0,0,0,1.54,0,0,0,0,15.7,25.53,37.68
145,83.44,87.95,88.72,85.87,16.11,22.07,87.59,50.34,8.97,8.28,1.38,5.52,0,1.38,0,0.69,6.21,16.55,7.59,5.52,5.52,2.07,18.62,6.21,2.76,1.38,0,2.76,6.21,4.83,1.38,0,0.69,0.69,12.41,0,0,0,4.83,16.55,6.9,4.14,0,2.07,2.07,2.76,0,0,0,0,2.07,0,2.07,0,0,11.72,6.9,2.07,2.76,0.69,0.69,1.38,15.17,0,18.62,1.38,8.97,7.59,1.38,0,0,0.69,0,0,0,0,0,0,0,0,10.34,5.52,2.76,0,0,0.69,0,0,0,1.38,0,0,129,53.2,96.25,17.97,99,18.43,27.13,80.62,51.94,17.83,12.4,0.78,10.08,0,0,1.55,5.43,4.65,12.4,4.65,3.88,8.53,1.55,6.98,5.43,6.2,0,0,8.53,7.75,7.75,0,0,0,0,15.5,0,1.55,0,0,19.38,0.78,0,1.55,10.08,3.88,5.43,2.33,2.33,0,0,0.78,0,0,0,0,15.5,12.4,0,3.1,0,0,0.78,4.65,1.55,10.08,0.78,6.98,2.33,2.33,0,0,2.33,0,0,0,0,0,0,0,0,11.63,3.1,5.43,0,0,2.33,0,0.78,0,0,0,0,141,86.65,73.84,65.58,38.37,20.14,29.08,85.11,45.39,7.09,1.42,0.71,0.71,0,0,0,5.67,10.64,10.64,5.67,4.96,7.8,0.71,12.06,8.51,4.96,2.13,0,2.84,6.38,3.55,2.84,0,0,0.71,9.22,0,0,0,0,16.31,5.67,2.84,1.42,3.55,3.55,2.13,6.38,1.42,3.55,1.42,0.71,0,0,0,0.71,9.22,2.13,3.55,2.13,1.42,0.71,0,8.51,0.71,16.31,0.71,6.38,8.51,3.55,1.42,0,0,0,0,0,0,0,0,0,0,12.77,2.13,2.84,0,0,2.84,0,0.71,0,4.26,0,0,23.09,10.61,25.05
158,69.68,73.66,82.39,36.94,22.57,19.62,90.51,54.43,15.82,9.49,1.9,6.33,0,0,1.27,6.33,3.8,17.72,9.49,3.16,3.8,2.53,18.99,5.06,3.8,0.63,0,3.16,1.9,1.27,0.63,0,0,0.63,10.13,0,0,0,0,22.78,10.13,3.8,1.9,3.16,0.63,5.7,2.53,1.27,1.27,0,1.9,1.9,0,0,0,12.66,6.33,3.16,3.16,0.63,0,0.63,14.56,1.9,10.76,1.9,7.59,1.27,0.63,0,0.63,0.63,0,0,0,0,0,0,0,0,6.96,4.43,1.27,0,0,0,0,0,0,1.27,0,0,118,68.99,91.23,8.37,25.77,16.86,21.19,83.05,53.39,12.71,6.78,0,0,5.93,0,0.85,5.93,6.78,16.1,11.02,5.08,5.93,1.69,17.8,7.63,5.08,2.54,1.69,6.78,1.69,0.85,0.85,0,0,0.85,12.71,0,0,0,0,14.41,4.24,0,3.39,3.39,2.54,3.39,1.69,1.69,0,0,0,0,0,0,0,2.54,0,0,2.54,0,0,0.85,11.86,0.85,8.47,1.69,5.08,1.69,0.85,0,0,0,0,0,0,0,0,0,0,0,12.71,5.08,1.69,0,0,0.85,0,0,0,4.24,0,0.85,107,52.5,97.47,29.43,42.74,13.38,15.89,87.85,59.81,15.89,8.41,0,6.54,0,0,1.87,7.48,7.48,15.89,9.35,8.41,9.35,0,16.82,4.67,2.8,2.8,0.93,3.74,7.48,3.74,2.8,0,0,0,15.89,0,0,0,0,14.02,1.87,1.87,2.8,5.61,0.93,2.8,0.93,0,0.93,0,0.93,0.93,0,0,0,15.89,10.28,0.93,1.87,1.87,0.93,0,14.95,0,15.89,2.8,9.35,3.74,0.93,0,0,0,0,0,0,0,0,0,0,0,11.21,7.48,1.87,0,0,0,0,0,0,1.87,0,0,16.72,16.45,10.37
