gc,gf,gsm,G,Gc,Gf,Gstm
41,27,53,1.13963019298714,0.557981051804726,-0.524009209636424,1.71085887212761
30,13,20,-0.131485709438994,0.240148148318943,-1.55976571814768,-1.14619057043207
23,21,6,-0.776070906760197,-0.257967193898015,0.409739635856931,-1.6924667364651
25,21,35,-0.102567849970046,-0.719552556366807,-0.138304506618431,0.231322126441556
20,57,24,-0.654733163479317,-0.943386703184298,1.49069801751829,-0.364957895271728
37,43,31,0.814431875203927,0.248109220791859,-0.39401041389837,0.117261955227608
31,11,22,-0.342634612709606,0.670626241133633,0.299102363180641,-0.518413983708972
35,25,36,1.00792652930696,-0.399776531343123,0.472873057547394,0.534626675702662
23,28,15,-0.364264879804604,-0.736603169358974,-0.0652811745640899,-1.06559005892369
18,12,16,-1.39451492341753,-0.365019452184068,0.581940479680525,-0.920209353910997
35,18,24,0.916172308583231,-0.241361334949148,0.494646803888211,-0.479058432979722
44,35,34,1.2714228744359,0.897606903271387,-1.02355684840817,0.494090220219286
39,18,36,0.844263831507105,0.5375706256883,0.960440839071687,0.620887320845229
23,42,34,-0.421344219055135,-0.71012317794606294,-0.0279761137647648,0.442657519095656
28,57,34,0.182600915001838,-0.533969346549883,1.72288363794974,0.266539172057255
43,30,44,1.30815365223151,0.66631426513857,0.234542398667631,0.629997117807327
28,53,18,0.13223846726184,-0.51123408455975194,0.779420053153096,-0.606248061477783
39,35,23,0.87459310587139,0.512888812068992,0.458672315840801,-0.504446026618652
38,22,36,1.04757593796066,0.140220170476143,0.87330853133108,0.244498026161155
32,46,16,0.521643425939448,-0.301525262091119,0.615509532459543,-1.05553397730721
41,21,18,0.860571787417602,0.858248240116011,0.910874477800056,-0.730296815946645
39,21,32,0.876916767724102,0.486788548079429,-0.467472647270195,0.22494359323017
18,16,34,-0.84584991314659,-1.02726480413671,1.47786654033985,0.519692608502418
